,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
2510,2510,80240691,TV Show,The Forest,France,"June 29, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When a teen girl disappears from a village near the Ardennes Forest, local police and a concerned teacher begin to uncover a web of unsettling secrets.",2018,June,Adults,France,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
2513,2513,80183051,TV Show,7SEEDS,United States,"June 28, 2019",2019,TV-MA,1 Season,"Anime Series, International TV Shows","Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",2019,June,Adults,United States,"['Anime Series', 'International TV Shows']"
2515,2515,80245117,TV Show,Exhibit A,United States,"June 28, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV",This true crime series shows how innocent people have been convicted with dubious forensic techniques and tools such as touch DNA and cadaver dogs.,2019,June,Adults,United States,"['Crime TV Shows', 'Docuseries', 'Science & Nature TV']"
2516,2516,81010818,TV Show,Family Business,France,"June 28, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",2019,June,Adults,France,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
2519,2519,81088332,TV Show,Super Bheem,United States,"June 28, 2019",2019,TV-Y7,1 Season,Kids' TV,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe.",2019,June,Older Kids,United States,"[""Kids' TV""]"
2520,2520,81121055,TV Show,Tales of the City (1993),"United Kingdom, United States","June 28, 2019",1993,TV-MA,1 Season,TV Dramas,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane.",2019,June,Adults,United Kingdom,['TV Dramas']
2521,2521,80233215,TV Show,The Chosen One,Brazil,"June 28, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult.",2019,June,Adults,Brazil,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
2525,2525,81081051,TV Show,Answer for Heaven,United States,"June 27, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.,2019,June,Adults,United States,"['Crime TV Shows', 'International TV Shows', 'TV Comedies']"
2534,2534,80165918,TV Show,Hotel Transylvania,United States,"June 26, 2018",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film.",2018,June,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
2543,2543,80996455,TV Show,Borges,Brazil,"June 25, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies","Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.",2018,June,Adults,Brazil,"['International TV Shows', 'TV Comedies']"
2549,2549,80087548,TV Show,Justin Time GO!,Canada,"June 24, 2016",2016,TV-Y,1 Season,Kids' TV,"A young boy's imagination takes him throughout the world and history, where he learns life lessons and has tons of fun with two make-believe friends.",2016,June,Kids,Canada,"[""Kids' TV""]"
2554,2554,80179900,TV Show,Life Sentence,United States,"June 23, 2018",2018,TV-14,1 Season,TV Dramas,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today.""",2018,June,Teens,United States,['TV Dramas']
2557,2557,80237975,TV Show,Yoko,United States,"June 23, 2018",2016,TV-Y,1 Season,Kids' TV,"Friends Mai, Oto and Vik's games at the park become magical adventures, thanks to Yoko, who can turn playgrounds into spaceships and camping sites.",2018,June,Kids,United States,"[""Kids' TV""]"
2567,2567,80988793,TV Show,Cooking on High,United States,"June 22, 2018",2018,TV-MA,1 Season,Reality TV,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges.",2018,June,Adults,United States,['Reality TV']
2573,2573,80220422,TV Show,Bolívar,Colombia,"June 21, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","This dramatization depicts the life – and loves – of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain.",2019,June,Adults,Colombia,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']"
2576,2576,80993087,TV Show,Melodies of Life - Born This Way,United States,"June 21, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship.",2019,June,Teens,United States,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
2577,2577,80209013,TV Show,Mr. Iglesias,United States,"June 21, 2019",2019,TV-14,1 Season,TV Comedies,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,2019,June,Teens,United States,['TV Comedies']
2578,2578,81033445,TV Show,Neon Genesis Evangelion,Japan,"June 21, 2019",1995,TV-14,1 Season,"Anime Series, International TV Shows","Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels.",2019,June,Teens,Japan,"['Anime Series', 'International TV Shows']"
2590,2590,80997770,TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,United States,"June 20, 2018",2017,TV-MA,1 Season,Docuseries,"Ken Burns presents an epic 10-part, 18-hour chronicle of the Vietnam War, featuring the soldiers, protesters, politicians and families that lived it.",2018,June,Adults,United States,['Docuseries']
2594,2594,80005588,TV Show,Life Story,United Kingdom,"June 20, 2016",2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.,2016,June,Teens,United Kingdom,"['British TV Shows', 'Docuseries', 'Science & Nature TV']"
2595,2595,81028895,TV Show,Arthdal Chronicles,South Korea,"June 2, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",2019,June,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Action & Adventure']"
2601,2601,80133117,TV Show,Crashing,United Kingdom,"June 2, 2017",2016,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues.",2017,June,Adults,United Kingdom,"['British TV Shows', 'International TV Shows', 'Romantic TV Shows']"
2603,2603,80176840,TV Show,The Homecoming,United States,"June 2, 2017",2015,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Reality TV","Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France.",2017,June,Older Kids,United States,"['International TV Shows', 'Korean TV Shows', 'Reality TV']"
2604,2604,80095626,TV Show,Hibana: Spark,Japan,"June 2, 2016",2016,TV-MA,1 Season,"International TV Shows, TV Dramas",A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.,2016,June,Adults,Japan,"['International TV Shows', 'TV Dramas']"
2611,2611,80993106,TV Show,The Underwear,United States,"June 19, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",Virtual and real worlds collide as a group of teenagers who are grappling with matters of the heart cross paths in a cafe and on an anonymous website.,2018,June,Adults,United States,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']"
2621,2621,80195801,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,United States,"June 18, 2018",2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.,2018,June,Adults,United States,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']"
2622,2622,80999727,TV Show,Encerrados,United States,"June 18, 2018",2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally.",2018,June,Adults,United States,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']"
2623,2623,80993088,TV Show,Love Rhythms - Accidental Daddy,United States,"June 18, 2018",2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",A successful DJ's bachelor lifestyle is upended by a young woman who claims to be his long lost daughter.,2018,June,Adults,United States,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
2632,2632,81081067,TV Show,Charité at War,United States,"June 15, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas","In 1943, the staff at Berlin's Charité hospital struggle against the effects of World War II and the Nazi regime, including eugenic medical practices.",2019,June,Adults,United States,"['International TV Shows', 'TV Dramas']"
2633,2633,70305217,TV Show,Kill la Kill,Japan,"June 15, 2019",2014,TV-MA,1 Season,"Anime Series, International TV Shows","The ""woman with the scissor blade"" – Ryuko Matoi – searches for clues all around the world for the truth behind her father's death.",2019,June,Adults,Japan,"['Anime Series', 'International TV Shows']"
2638,2638,70302572,TV Show,Puella Magi Madoka Magica,Japan,"June 15, 2019",2011,TV-14,1 Season,"Anime Series, International TV Shows","One day, Madoka Kaname has a very magical encounter, one that can change her destiny. This is the beginning of the new story of magical witch girls.",2019,June,Teens,Japan,"['Anime Series', 'International TV Shows']"
2639,2639,81108280,TV Show,Somewhere Only We Know,China,"June 15, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.,2019,June,Teens,China,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
2640,2640,80213115,TV Show,The Alcàsser Murders,Spain,"June 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.,2019,June,Adults,Spain,"['Crime TV Shows', 'Docuseries', 'International TV Shows']"
2641,2641,81027195,TV Show,Unit 42,Belgium,"June 15, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.,2019,June,Adults,Belgium,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
2650,2650,80243582,TV Show,True: Magical Friends,United States,"June 15, 2018",2018,TV-Y,1 Season,Kids' TV,The power of friendship can solve any problem – and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,2018,June,Kids,United States,"[""Kids' TV""]"
2651,2651,80243473,TV Show,True: Wonderful Wishes,United States,"June 15, 2018",2018,TV-Y,1 Season,Kids' TV,Do-gooding True and Bartleby will go anywhere to make wishes come true – from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!,2018,June,Kids,United States,"[""Kids' TV""]"
2659,2659,80213322,TV Show,Awake: The Million Dollar Game,United States,"June 14, 2019",2019,TV-PG,1 Season,Reality TV,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",2019,June,Older Kids,United States,['Reality TV']
2661,2661,80222951,TV Show,Leila,India,"June 14, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago.",2019,June,Adults,India,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
