,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
702,702,80028360,Movie,Jal,India,"October 15, 2017",2013,TV-14,132 min,"Dramas, Independent Movies, International Movies",A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,2017,October,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
703,703,80203783,Movie,Macchli Jal Ki Rani Hai,India,"October 15, 2017",2014,TV-MA,118 min,"Horror Movies, International Movies","After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",2017,October,Adults,India,"['Horror Movies', 'International Movies']"
704,704,80142617,Movie,Money,"United States, Spain","October 15, 2017",2016,R,84 min,Thrillers,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",2017,October,Adults,United States,['Thrillers']
705,705,80201823,Movie,One Night Stand,India,"October 15, 2017",2016,TV-MA,93 min,"Dramas, International Movies, Music & Musicals",An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.,2017,October,Adults,India,"['Dramas', 'International Movies', 'Music & Musicals']"
706,706,80190841,Movie,OtherLife,"Australia, United Arab Emirates","October 15, 2017",2017,TV-MA,96 min,"Dramas, Independent Movies, International Movies","After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.",2017,October,Adults,Australia,"['Dramas', 'Independent Movies', 'International Movies']"
707,707,80115858,Movie,Sardaarji 2,"Australia, India","October 15, 2017",2016,TV-PG,145 min,"Action & Adventure, Comedies, International Movies",A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.,2017,October,Older Kids,Australia,"['Action & Adventure', 'Comedies', 'International Movies']"
709,709,80158547,Movie,Singapore,"India, Malaysia","October 15, 2017",1960,TV-PG,158 min,"Comedies, Dramas, International Movies","When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",2017,October,Older Kids,India,"['Comedies', 'Dramas', 'International Movies']"
710,710,80206827,Movie,Story of an Egg,India,"October 15, 2017",2017,TV-PG,132 min,"Comedies, International Movies, Romantic Movies","When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles.",2017,October,Older Kids,India,"['Comedies', 'International Movies', 'Romantic Movies']"
711,711,80202090,Movie,Tamanchey,India,"October 15, 2017",2014,TV-MA,111 min,"Action & Adventure, International Movies, Romantic Movies",A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.,2017,October,Adults,India,"['Action & Adventure', 'International Movies', 'Romantic Movies']"
712,712,80203790,Movie,Teshan,India,"October 15, 2017",2016,TV-PG,133 min,"Comedies, International Movies, Romantic Movies",New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.,2017,October,Older Kids,India,"['Comedies', 'International Movies', 'Romantic Movies']"
713,713,80158391,Movie,Ujala,India,"October 15, 2017",1959,TV-PG,143 min,"Dramas, International Movies","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",2017,October,Older Kids,India,"['Dramas', 'International Movies']"
714,714,80201822,Movie,Veerappan,India,"October 15, 2017",2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,2017,October,Teens,India,"['Action & Adventure', 'Dramas', 'International Movies']"
715,715,80211540,Movie,Why Knot,"Canada, India, Thailand, United States, United Arab Emirates","October 15, 2017",2016,TV-MA,84 min,Documentaries,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.",2017,October,Adults,Canada,['Documentaries']
716,716,80123743,Movie,A Mighty Team,France,"October 15, 2016",2016,TV-14,97 min,"Comedies, International Movies, Sports Movies","When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth.",2016,October,Teens,France,"['Comedies', 'International Movies', 'Sports Movies']"
717,717,70258995,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Japan,"October 15, 2016",2012,TV-MA,77 min,"Action & Adventure, Anime Features, International Movies","Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",2016,October,Adults,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']"
718,718,70208801,Movie,Bleach The Movie: Fade to Black,Japan,"October 15, 2016",2008,NR,94 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei.",2016,October,Adults,Japan,"['Action & Adventure', 'Anime Features', 'Sci-Fi & Fantasy']"
719,719,70260383,Movie,Bleach the Movie: Hell Verse,Japan,"October 15, 2016",2010,NR,94 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.",2016,October,Adults,Japan,"['Action & Adventure', 'Anime Features', 'Sci-Fi & Fantasy']"
720,720,80123744,Movie,Blind Date,France,"October 15, 2016",2015,TV-14,91 min,"Comedies, International Movies, Romantic Movies","A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date.",2016,October,Teens,France,"['Comedies', 'International Movies', 'Romantic Movies']"
722,722,70105699,Movie,Naruto Shippûden the Movie: Bonds,Japan,"October 15, 2016",2008,TV-14,93 min,"Action & Adventure, Anime Features, International Movies","When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",2016,October,Teens,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']"
723,723,70124999,Movie,Naruto Shippuden: The Movie,Japan,"October 15, 2016",2007,TV-14,95 min,"Action & Adventure, Anime Features, International Movies","The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",2016,October,Teens,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']"
726,726,80990869,Movie,"Martin Matte: La vie, la mort...eh la la..!",Canada,"October 14, 2019",2019,TV-14,62 min,Stand-Up Comedy,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",2019,October,Teens,Canada,['Stand-Up Comedy']
727,727,80187205,Movie,This Is Not What I Expected,China,"October 14, 2017",2017,TV-PG,107 min,"Comedies, International Movies, Romantic Movies","Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it.",2017,October,Older Kids,China,"['Comedies', 'International Movies', 'Romantic Movies']"
728,728,80097472,Movie,Sky Ladder: The Art of Cai Guo-Qiang,United States,"October 14, 2016",2016,TV-MA,80 min,Documentaries,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",2016,October,Adults,United States,['Documentaries']
729,729,80075009,Movie,Suburra,"Italy, France","October 14, 2015",2015,NR,135 min,"Dramas, International Movies, Thrillers",A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,2015,October,Adults,Italy,"['Dramas', 'International Movies', 'Thrillers']"
731,731,70280748,Movie,Russell Peters: Notorious,United States,"October 14, 2013",2013,NR,72 min,Stand-Up Comedy,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",2013,October,Adults,United States,['Stand-Up Comedy']
732,732,81034012,Movie,Street Flow,France,"October 13, 2019",2019,TV-MA,96 min,"Dramas, International Movies","Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.",2019,October,Adults,France,"['Dramas', 'International Movies']"
734,734,81019031,Movie,Soorma,India,"October 13, 2018",2018,TV-14,131 min,"Dramas, International Movies, Sports Movies",This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,2018,October,Teens,India,"['Dramas', 'International Movies', 'Sports Movies']"
736,736,80148070,Movie,Blessed Benefit,"Germany, Jordan, Netherlands","October 13, 2017",2016,TV-14,83 min,"Comedies, Dramas, International Movies","After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",2017,October,Teens,Germany,"['Comedies', 'Dramas', 'International Movies']"
737,737,80155812,Movie,Clair Obscur,"Turkey, France, Germany, Poland","October 13, 2017",2016,TV-MA,102 min,"Dramas, International Movies","While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",2017,October,Adults,Turkey,"['Dramas', 'International Movies']"
738,738,80183198,Movie,"El Especial de Alex Fernández, el Especial",Mexico,"October 13, 2017",2017,TV-MA,52 min,Stand-Up Comedy,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",2017,October,Adults,Mexico,['Stand-Up Comedy']
739,739,80158844,Movie,Kingdom of Us,United Kingdom,"October 13, 2017",2017,TV-MA,110 min,Documentaries,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,2017,October,Adults,United Kingdom,['Documentaries']
740,740,80164456,Movie,The Babysitter,United States,"October 13, 2017",2017,TV-MA,85 min,"Comedies, Horror Movies","When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",2017,October,Adults,United States,"['Comedies', 'Horror Movies']"
741,741,80174434,Movie,The Meyerowitz Stories (New and Selected),United States,"October 13, 2017",2017,TV-MA,113 min,"Comedies, Dramas, Independent Movies",Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,2017,October,Adults,United States,"['Comedies', 'Dramas', 'Independent Movies']"
742,742,80075476,Movie,Mascots,United States,"October 13, 2016",2016,TV-MA,95 min,Comedies,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",2016,October,Adults,United States,['Comedies']
